load_transmission,load_people,n_person,load_light,load_fan,load_total,load_installed,Fan consumes too much energy,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.5654319478,0.19,5,0.017377256444444447,0.04374800525925926,1.1840079537803703,2.1312143168046664,0,1,1,0,0,1,0
0.4246473704,0.046,1,0.025596546666666664,0.06660666600000002,0.8161333454466667,0.8977466799913335,0,0,0,0,0,0,1
0.332991758,0.035,1,0.013044548611111111,0.043047010416666656,0.6149208096902777,0.6764128906593055,0,0,0,0,0,0,1
0.4817931536000001,0.126,3,0.02813944,0.07879043200000002,1.03634838712,1.1399832258320002,0,0,0,0,0,0,1
0.5088201976000001,0.032,1,0.021728568888888893,0.07700061600000001,0.927346604608889,1.020081265069778,0,0,0,0,0,0,1
0.44363067320000005,0.04,1,0.02262131555555556,0.06650666773333334,0.8305000519088889,0.9135500570997779,0,0,0,0,0,0,1
0.5770211839999999,0.072,2,0.030966335440000003,0.06286317571851853,1.0771335079798516,1.938840314363733,0,1,1,0,0,0,0
0.5319849216,0.094,2,0.035678405,0.0887405435,1.088085611645,1.1968941728095,0,0,0,0,0,0,1
0.6618846992,0.21,6,0.0185357562962963,0.0596851352740741,1.377653106617037,1.790949038602148,0,1,0,0,0,1,0
0.46637513999999997,0.462,6,0.024086832000000002,0.12747638904,1.5659106235079998,3.1318212470159996,1,0,0,0,1,1,0
0.3993454960000001,0.035,1,0.01745022222222222,0.061773786666666664,0.7446757820888888,0.8191433602977778,0,0,0,0,0,0,1
0.3473549904,0.045,1,0.01803645333333333,0.05050206933333332,0.6682955939466666,0.7351251533413333,0,0,0,0,0,0,1
0.38392932160000004,0.195,5,0.03444238933333333,0.055198460799999995,0.9694267490133333,1.8419108231253332,0,0,0,1,0,1,0
0.3926489688,0.042,1,0.019903576000000006,0.056725191600000016,0.7413527177799999,0.815487989558,0,0,0,0,0,0,1
0.5601173248,0.069,1,0.05346329625777777,0.110589515414,1.1500966978840776,1.8401547166145242,1,0,1,0,1,0,0
0.423816052,0.264,6,0.023928666666666668,0.068523,1.1313881920666669,1.5839434688933336,0,0,0,0,0,1,0
0.43855815960000005,0.096,2,0.027054719999999997,0.07062409199999999,0.91674360882,1.0084179697020001,0,0,0,0,0,0,1
0.5536675619999999,0.12,3,0.015207857777777773,0.05475513153599999,1.0782642994049776,1.5095700191669685,1,1,0,0,0,0,0
0.40243351279999995,0.044,1,0.021120814814814818,0.05846625555555556,0.7627298455970368,0.8390028301567406,0,0,0,0,0,0,1
0.5108046944,0.192,6,0.025424363520000003,0.128186892288,1.2418031278016,2.4836062556032,1,0,1,0,0,1,0
0.4351096595999999,0.032,1,0.017257776,0.0664424376,0.79867431614,0.8785417477540001,0,0,0,0,0,0,1
0.6144206243999999,0.12,3,0.03760169074074073,0.11844532583333332,1.2911780794124073,1.4202958873536482,0,0,0,0,0,0,1
0.38744495239999993,0.08199999999999999,2,0.018964845731481474,0.05536809839166665,0.7884779499585648,0.8673257449544214,0,0,0,0,0,0,1
0.44024562559999997,0.046,1,0.02654367133333333,0.072706578,0.8489690186533333,0.9338659205186667,0,0,0,0,0,0,1
0.4385167776,0.28,4,0.06571885833333334,0.11628809115000004,1.3057594042708336,1.5669112851250002,1,0,0,1,1,1,0
0.2581859764,0.086,2,0.011316357777777779,0.032238461111111116,0.562224153168889,0.618446568485778,0,0,0,0,0,0,1
0.25238330039999995,0.09,3,0.007669895,0.02952909575,0.5503943221675,0.60543375438425,0,0,0,0,0,0,1
0.8322200031999998,0.18,5,0.042532755719999996,0.08800402803888888,1.6569973410903884,1.988396809308466,0,1,1,0,0,1,0
0.41796003919999997,0.093,3,0.015965172222222226,0.06164616500000002,0.8534284958122222,0.9387713453934445,0,0,0,0,0,0,1
0.33548663279999996,0.25,5,0.021135954,0.07977394529999998,0.9952749715449998,1.7914949487809995,1,0,1,0,0,1,0
0.34228615519999994,0.087,1,0.05053339407407407,0.048464310222222216,0.7660115962696294,1.455422032912296,0,0,0,1,1,0,0
0.4279947143999999,0.141,3,0.02549139,0.06150475799999999,0.9511867504799999,1.046305425528,0,0,0,0,0,0,1
0.7348442508000002,0.15,3,0.051570435000000005,0.06922572510000001,1.4581785958050002,1.7498143149660002,0,1,0,1,0,0,0
0.6965360556000001,0.207,3,0.016052667259259256,0.07247779267555556,1.4384964475254816,2.3015943160407706,1,1,0,0,1,0,0
0.3500742475999999,0.165,5,0.029059945444444436,0.049322290966666654,0.8605119018161108,1.2047166625425552,0,0,0,1,0,1,0
0.3490911952,0.04,1,0.016544951111111112,0.05095844942222223,0.6620621638133333,0.7282683801946667,0,0,0,0,0,0,1
0.3297860324,0.042,1,0.016037273,0.04276606133333333,0.6243545817633332,0.6867900399396666,0,0,0,0,0,0,1
0.4963853664000001,0.068,2,0.022266090000000002,0.07976499299999999,0.96630385163,1.0629342367930001,0,0,0,0,0,0,1
0.6489625788,0.192,4,0.030842039199999997,0.11501510451666665,1.4308885976491663,2.718688335533416,1,1,1,0,0,1,0
0.43427098439999995,0.264,6,0.050385570000000005,0.066973179,1.1826631134299999,1.419195736116,0,0,0,1,0,1,0
0.3416957719999999,0.129,3,0.01719522222222222,0.04842654444444444,0.7776604310666665,0.8554264741733332,0,0,0,0,0,0,1
0.6257073995999999,0.345,5,0.01901289955555556,0.07236784893333333,1.5400278147288884,2.4640445035662215,0,1,0,0,1,1,0
0.5083981049999999,0.24,4,0.033790870575,0.03292198525,1.1819108931962499,1.772866339794375,0,1,1,1,1,1,0
0.3717225511999999,0.031,1,0.013625005185185186,0.051687116444444445,0.6786502756029628,0.7465153031632591,0,0,0,0,0,0,1
0.38947267039999994,0.094,2,0.022964720481481477,0.061564995333333324,0.8236034600114814,0.9059638060126296,0,0,0,0,0,0,1
0.39589331760000007,0.044,1,0.020952783703703706,0.0680013071111111,0.7668287422014815,1.0735602390820742,1,0,0,0,0,0,0
0.7361704584,0.165,5,0.022593497080000007,0.09429126844355556,1.4761800746891556,2.952360149378311,1,1,1,0,0,1,0
0.5680635884,0.036,1,0.030328332666666662,0.10496972917407406,1.0720743928490741,1.1792818321339817,0,0,0,0,0,0,1
0.4752336468,0.215,5,0.02751854875,0.07257217275,1.145970334035,1.7189555010525002,0,0,0,0,0,1,0
0.6528183856000002,0.22,5,0.056012404181111135,0.07088462378861113,1.4495873496760974,2.0294222895465364,1,1,1,1,0,1,0
0.5048438472,0.034,1,0.023630544,0.08367992640000001,0.9369237605199999,1.030616136572,0,0,0,0,0,0,1
0.3815438792,0.108,3,0.017080266666666667,0.05778823555555556,0.8183979530622221,0.9002377483684444,0,0,0,0,0,0,1
0.43215682400000005,0.102,3,0.018750212962962965,0.06639781296296296,0.8979920323925927,0.9877912356318521,0,0,0,0,0,0,1
0.4976943334,0.16,4,0.01948983166666667,0.04024650239166667,1.0402744678145834,1.2483293613775,0,1,0,1,0,1,0
0.6681264994,0.216,6,0.02374384476,0.11684297407883334,1.4858343114463082,2.5259183294587237,1,1,1,0,0,1,0
0.5005833404000001,0.098,2,0.03210062683333334,0.07520718286666667,1.023542167645,1.1258963844095002,0,0,0,0,0,0,1
0.4693261364,0.111,3,0.023696799712962967,0.07173085318518518,0.9798429944823149,1.0778272939305464,0,0,0,0,0,0,1
0.5056209091999999,0.047,1,0.03262584421296296,0.0801762767361111,0.9648633937161573,1.061349733087773,0,0,0,0,0,0,1
0.3623325155999999,0.1,2,0.02125566666666667,0.04850543133333334,0.7715357397199998,0.8486893136919998,0,0,0,0,0,0,1
0.2700718063999999,0.186,6,0.01373914442962963,0.03398793896296296,0.7305083901992591,1.2418642633387402,0,0,1,0,0,1,0
0.2547558684,0.141,3,0.01219680375925926,0.03142623266481481,0.6370994119949074,0.7008093531943982,0,0,0,0,0,0,1
0.3032730447999999,0.05,1,0.01653158333333333,0.03703074666666667,0.5899112934599998,0.6489024228059999,0,0,0,0,0,0,1
0.44657707160000004,0.076,2,0.032102025277777786,0.06307766370370371,0.8957473028431482,1.3436209542647224,0,0,1,0,0,0,0
0.34578983119999995,0.108,3,0.014309450666666666,0.04535300891851852,0.7445058216385185,0.8189564038023704,0,0,0,0,0,0,1
0.43934717639999993,0.074,2,0.021268734666666664,0.07202628253333333,0.8796311807199999,0.967594298792,0,0,0,0,0,0,1
0.5417106112,0.083,1,0.025124586666666667,0.09273256533333334,1.0767232566399998,1.5074125592959997,0,0,0,0,1,0,0
0.2756169943999999,0.086,2,0.012451232888888886,0.03263381271111111,0.5897179579999999,0.6486897537999999,0,0,0,0,0,0,1
0.45445896319999995,0.08199999999999999,2,0.02501444622222222,0.07174875306666667,0.918172135608889,1.009989349169778,0,0,0,0,0,0,1
0.4694162572000002,0.038,1,0.02287328088888889,0.07120813497777778,0.8721716259466669,0.9593887885413336,0,0,0,0,0,0,1
0.7924331519999999,0.186,3,0.02723311111111111,0.08450944998611111,1.580754783990972,3.161509567981944,1,1,0,0,1,0,0
0.3227281024,0.141,3,0.01731070577777778,0.0440870528,0.7614324984177776,0.8375757482595554,0,0,0,0,0,0,1
0.40096399200000005,0.077,1,0.014992825074074076,0.1013103881416667,0.8616874475628242,1.2925311713442365,1,0,0,0,1,0,0
0.8231887598,0.244,4,0.11319121611,0.12503955957850002,1.892858326458325,2.4607158243958223,1,1,1,1,1,1,0
0.496657568,0.13799999999999998,3,0.03140023548148148,0.0774084066,1.0780260046181482,1.1858286050799631,0,0,0,0,0,0,1
0.2954472488,0.04,1,0.01270494814814815,0.03646320118518519,0.5576923272933333,0.6134615600226667,0,0,0,0,0,0,1
0.5218766784,0.09,2,0.032315745,0.08093298803333336,1.0514318465783332,1.1565750312361667,0,0,0,0,0,0,1
0.2794903496,0.062,2,0.009251835185185185,0.03405272240740741,0.5579526154292593,0.6137478769721854,0,0,0,0,0,0,1
0.38471649920000006,0.14700000000000002,3,0.022061760000000003,0.05042688,0.8760974518400001,0.9637071970240002,0,0,0,0,0,0,1
0.3651023508,0.21,3,0.040534243750000004,0.06505106107500001,0.98699710065625,1.875294491246875,1,0,0,1,1,0,0
0.8446088429999999,0.034,1,0.024152975816666672,0.08330287285185188,1.4297938029193518,2.4306494649628982,1,1,1,0,0,0,0
0.417420234,0.08,2,0.020519583333333334,0.06377486500000001,0.8434862893833335,1.4339266919516669,1,0,0,0,0,0,0
0.3532192796000001,0.267,3,0.05446252350000001,0.07333311273750003,1.0846216279643752,1.8438567675394377,1,0,1,1,1,0,0
0.32656927160000004,0.114,3,0.013822687888888888,0.0412498107,0.7186805667738889,0.7905486234512779,0,0,0,0,0,0,1
0.4196815304,0.06,2,0.015538055555555555,0.05909640462962963,0.8037581863485186,0.8841340049833705,0,0,0,0,0,0,1
0.5078527784,0.062,2,0.021582879703703706,0.08333776453333334,0.9784214628237036,1.076263609106074,0,0,0,0,0,0,1
0.5174911060000001,0.044,1,0.032133200000000015,0.13832320180000002,1.0613238863100003,2.0165153839890007,1,0,0,0,0,0,0
1.1420369064,0.192,3,0.041881288499999995,0.1049617477222222,2.147275916802222,4.079824241924222,0,1,1,0,1,0,0
0.4089534768,0.17,2,0.019207440000000003,0.09183440447999999,1.0004932158559998,2.0009864317119996,1,0,0,0,1,0,0
0.2912428376,0.126,3,0.013328793333333335,0.03620988855555556,0.6768332032588888,0.7445165235847778,0,0,0,0,0,0,1
0.5461835456,0.068,2,0.02569835851851852,0.09417692562962965,1.0643853031348147,1.1708238334482963,0,0,0,0,0,0,1
0.4561721780000001,0.102,3,0.020572770370370374,0.07158113925925927,0.942972827062963,1.0372701097692594,0,0,0,0,0,0,1
0.73076508,0.049,1,0.05281420144000001,0.05521142293333333,1.2872965213413334,2.574593042682667,0,1,1,1,0,0,0
0.2684505516,0.111,3,0.010393089648148147,0.03303317142222222,0.6131713783720371,0.6744885162092408,0,0,0,0,0,0,1
0.5355327384,0.098,2,0.03723951000000001,0.094694754,1.1099271534800002,1.2209198688280003,0,0,0,0,0,0,1
0.30616610639999997,0.27599999999999997,6,0.030322893333333326,0.03839764133333333,0.9437856295466666,1.5100570072746664,0,0,0,1,0,1,0
0.5031471852,0.117,3,0.02654737944444445,0.07671511957407408,1.0489440421168517,1.153838446328537,0,0,0,0,0,0,1
0.4596629796,0.14,2,0.026829238532592593,0.07668974716666668,1.019613849683926,1.8353049294310668,0,0,1,0,1,0,0
0.4739655184,0.117,3,0.02367737666666667,0.07267133300000002,0.9966056306966667,1.0962661937663336,0,0,0,0,0,0,1
0.7837349102,0.088,2,0.038016034100000005,0.075931163,1.4292390555849999,2.8584781111699997,0,1,1,0,0,0,0
0.5577042944,0.066,2,0.05664100555555556,0.13009306156000003,1.1751356241975555,1.6451898738765778,1,0,0,1,0,0,0
0.2860038764,0.158,2,0.041958985098333346,0.05927539164685187,0.7905954670605186,1.3440122940028816,1,0,1,1,1,0,0
0.5338572272,0.042,1,0.030422910000000008,0.082141857,0.9982118915899999,1.098033080749,0,0,0,0,0,0,1
0.5733145044,0.129,3,0.034016079675925924,0.09856752389814814,1.2106022565624073,1.331662482218648,0,0,0,0,0,0,1
0.35604245160000003,0.222,3,0.04032404166666667,0.05104852083333335,0.9706517704450001,1.1647821245340002,0,0,0,1,1,0,0
0.5474222468000001,0.474,6,0.04743792256666668,0.09387780862962963,1.68597006809463,3.3719401361892603,0,0,1,0,1,1,0
0.6971929008000001,0.064,2,0.036103584000000015,0.1570528468740001,1.3838065309273002,2.3524711025764105,1,0,0,0,0,0,0
0.6538596008,0.366,6,0.024802429629629634,0.12266041573333333,1.6926175469362963,2.369664565710815,1,1,0,0,1,1,0
0.3520293172,0.08,2,0.01631129888888889,0.047098875541666675,0.7183872628643057,0.7902259891507363,0,0,0,0,0,0,1
0.545868765,0.34,5,0.04990280142592592,0.0626614558111111,1.4477278822437039,2.3163646115899263,0,1,0,1,1,1,0
0.5380791108,0.081,1,0.038955541625000006,0.09425606575000002,1.09082154135375,2.1816430827075,0,0,1,0,1,0,0
0.5247826144000001,0.048,1,0.035472960000000005,0.08690875200000003,1.00798827328,1.1087871006080001,0,0,0,0,0,0,1
0.2673056496,0.12299999999999998,3,0.011404628333333333,0.03349066466666666,0.6310413667699999,0.694145503447,0,0,0,0,0,0,1
0.6826476902,0.064,2,0.04105788420740741,0.04328391407407408,1.2049347582981482,2.048389089106852,0,1,1,1,0,0,0
0.3487822096,0.105,3,0.028683419546666675,0.04805382571111112,0.7692532095437778,1.3846557771788002,0,0,1,1,0,0,0
0.34455940639999993,0.045,1,0.017827735,0.08436084202,0.7130345759589999,0.9982484063425998,1,0,0,0,0,0,0
0.4942289044,0.144,3,0.03211669066666666,0.07728078691666665,1.0840582538758332,1.1924640792634167,0,0,0,0,0,0,1
0.291729306,0.12299999999999998,3,0.016803625999999995,0.05151991731599999,0.7004266315082,1.33081059986558,1,0,0,1,0,0,0
1.1735634240000004,0.16,5,0.045745200000000014,0.09665791333333336,2.140151479133334,4.066287810353335,0,1,0,1,0,1,0
0.394522194,0.108,3,0.01786545,0.056970934999999986,0.8371699395499997,0.9208869335049998,0,0,0,0,0,0,1
0.5771234876,0.040999999999999995,1,0.03398153875925925,0.09398796329999999,1.081834835005926,1.1900183185065185,0,0,0,0,0,0,1
0.654354547,0.16,4,0.016291011851851847,0.0612949320925926,1.2933137118694444,1.8106391966172222,1,1,0,0,0,1,0
1.0104199999999999,0.528,6,0.04295236,0.10012868249999997,2.4381765116249996,3.9010824185999993,1,1,1,0,1,1,0
0.40252455319999997,0.074,2,0.018593322222222222,0.05874484777777776,0.8031009486399999,0.883411043504,0,0,0,0,0,0,1
0.271277402,0.132,3,0.012438351851851853,0.03561891666666667,0.6544352722518518,0.719878799477037,0,0,0,0,0,0,1
0.9333556694,0.05,1,0.03846334892592593,0.08778218990281482,1.608921751931674,3.217843503863348,1,1,0,1,0,0,0
0.37513794559999997,0.037,1,0.01576861066666667,0.05041693626666666,0.6935690641733332,0.7629259705906666,0,0,0,0,0,0,1
0.34466608,0.172,4,0.021439866,0.047802960488888886,0.8495679144088889,1.5292222459359999,0,0,0,1,0,1,0
0.34994734279999995,0.135,3,0.018183710416666665,0.04893438514351852,0.8004948856222684,0.8805443741844954,0,0,0,0,0,0,1
0.5691284852,0.135,3,0.035717000000000006,0.09611841555555556,1.2121476560955555,1.3333624217051112,0,0,0,0,0,0,1
0.45747157279999995,0.064,2,0.019546588444444447,0.06969580442222224,0.8855352502166666,0.9740887752383333,0,0,0,0,0,0,1
0.43766614760000006,0.09,2,0.04301623394444444,0.0653064642611111,0.9221838264180556,1.5677125049106946,0,0,0,1,0,0,0
0.4027296239999999,0.078,2,0.019085625000000002,0.05720793750000001,0.8076836204249999,0.8884519824674999,0,0,0,0,0,0,1
0.6857477264,0.282,6,0.06835597339999999,0.08001693699999997,1.6183749233599998,2.1038874003679995,0,1,1,1,0,1,0
0.592516672,0.144,3,0.04950762666666667,0.10050048213333335,1.2854609321600001,1.671099211808,0,0,1,0,0,0,0
0.7013706435999999,0.366,6,0.031747184,0.086741887008,1.7194965861815998,2.2353455620360796,1,1,0,1,1,1,0
0.4121969059999999,0.258,6,0.025847538888888886,0.09425335111111113,1.1459318042,2.2918636084,1,0,1,0,0,1,0
0.41392483439999994,0.32,4,0.01959774066666667,0.09732661750000002,1.2337313292216667,1.6038507279881666,1,0,0,0,1,1,0
0.36162350399999993,0.048,1,0.019542755555555555,0.0493047437037037,0.6937829547259258,0.7631612501985184,0,0,0,0,0,0,1
0.617709114,0.045,1,0.068656626675,0.10812589515000003,1.2172628719462502,2.1910731695032504,0,0,1,0,0,0,0
0.481897988,0.135,3,0.02866408333333333,0.07981354759259257,1.0517946474425925,1.156974112186852,0,0,0,0,0,0,1
0.5698628351999999,0.099,3,0.018736146,0.05876579333333334,1.082228923073333,1.5151204923026662,0,1,1,0,0,0,0
0.3295993536,0.1,2,0.01820475,0.045875969999999995,0.71583610672,0.787419717392,0,0,0,0,0,0,1
0.5039187296000001,0.129,3,0.028767828148148145,0.075866784,1.0694523455348148,1.1763975800882964,0,0,0,0,0,0,1
0.46478791039999995,0.062,2,0.01948339437037037,0.07215140882962962,0.89671293472,0.9863842281920001,0,0,0,0,0,0,1
1.2073406208000002,0.18,2,0.04244477771111112,0.11463966217407409,2.239416337993519,4.0309494083883335,0,1,1,0,1,0,0
0.4425538216,0.114,3,0.03941309371999999,0.06394454733333335,0.9568716208473333,1.9137432416946667,0,0,1,1,0,0,0
0.6760551993999998,0.26,4,0.04899612453666666,0.12631570169399997,1.6114821871644662,2.256075062030253,1,1,1,0,1,1,0
0.3538087432,0.031,1,0.012791061555555556,0.05141181515555556,0.6510668488711111,0.7161735337582222,0,0,0,0,0,0,1
0.6105873135999998,0.168,4,0.06313623679999998,0.05688838003333333,1.302987299128333,2.084779678605333,0,1,1,1,0,1,0
0.7924851588000001,0.234,6,0.02259097352777778,0.11093905769333336,1.6820220255306113,3.364044051061222,1,1,0,0,0,1,0
0.40378429500000007,0.165,5,0.016852947222222223,0.05939924731481482,0.9353029098287037,1.5900149467087963,1,1,1,0,0,1,0
0.5957959656,0.098,2,0.043859998,0.1046374238,1.2213254117299999,1.343457952903,0,0,0,0,0,0,1
0.46443570359999997,0.111,3,0.0230581225,0.07546861175,0.9772455348824998,1.0749700883707498,0,0,0,0,0,0,1
0.5117138976,0.37,5,0.02741263834222222,0.059497664722222225,1.4045050909634442,2.6685596728305443,0,1,1,0,1,1,0
0.32394565279999993,0.17,5,0.017085626666666666,0.04877054989333334,0.8117126525719999,1.2987402441151998,1,0,0,1,0,1,0
0.47193872000000003,0.09,3,0.01864563888888889,0.070480515,0.9440440671388889,1.3216616939944443,0,0,0,0,0,0,0
0.5494278944000001,0.12299999999999998,3,0.032425666962962965,0.09632795697777777,1.161713201594074,1.2778845217534816,0,0,0,0,0,0,1
0.7653518592,0.09,1,0.028832000000000003,0.069023808,1.3821511174399999,2.6260871231359997,0,1,0,0,1,0,0
0.41501180159999995,0.078,1,0.06146650766666666,0.05867257549999999,0.8890687829116667,1.5114169309498333,0,0,0,1,1,0,0
0.391000126,0.114,3,0.023364045653333335,0.05379878933333333,0.8441362934306668,1.097377181459867,0,0,1,0,0,0,0
0.399340898,0.213,3,0.05636164074074074,0.06023650354166668,1.0569616113094908,1.5854424169642363,0,0,0,1,1,0,0
1.0503293328,0.03,1,0.035765721599999994,0.09745559039999999,1.7596484349600001,2.287542965448,0,1,1,0,0,0,0
0.36908789720000007,0.039,1,0.029981117833333338,0.05159646372222223,0.7100149441955556,0.8520179330346667,0,0,1,0,0,0,0
0.7974811327999999,0.38,5,0.05101107478333334,0.14626635282000003,1.9933999125848334,3.3887798513942164,1,1,1,0,1,1,0
0.8077012327999997,0.124,4,0.03189910208333333,0.05771283700000001,1.4809040992308329,2.3694465587693325,0,1,0,1,0,1,0
0.4138163216,0.033,1,0.016812771555555554,0.05848806589629629,0.7570698806251852,0.8327768686877038,0,0,0,0,0,0,1
0.478573634,0.040999999999999995,1,0.02667652662037037,0.07378336875000001,0.899048617587037,0.9889534793457408,0,0,0,0,0,0,1
0.5168630191999999,0.26,4,0.025548920703703706,0.07782063144074075,1.2763372284494443,2.2974070112089997,0,0,0,0,1,1,0
0.40271123200000003,0.222,6,0.027217050000000007,0.09891482401111111,1.088722503716111,1.6330837555741666,1,0,0,1,0,1,0
0.39709339559999995,0.344,4,0.022619694533333335,0.0777379593375,1.220104021732708,2.196187239118874,1,0,1,0,1,1,0
0.733319516,0.03,1,0.031225335555555563,0.07714494666666669,1.2639502074222222,1.8959253111333332,0,1,0,1,0,0,0
0.8173282516000001,0.29400000000000004,6,0.04851980907407407,0.13671779722222221,1.8800204939496301,3.196034839714371,1,1,1,0,0,1,0
0.520295886,0.126,3,0.02998125900000001,0.07995002400000002,1.0965293950500001,1.2061823345550002,0,0,0,0,0,0,1
0.3296260219999999,0.141,3,0.01774232592592593,0.042543832592592604,0.7698226617518519,0.8468049279270371,0,0,0,0,0,0,1
0.3483279272,0.032,1,0.01258846577777778,0.047639475177777786,0.6388060088255555,0.7026866097081111,0,0,0,0,0,0,1
0.35475317239999987,0.062,2,0.025720700833333325,0.05194738266666666,0.7169108210549998,1.0036751494769998,0,0,0,1,0,0,0
0.5148877184,0.144,3,0.033919248000000006,0.08557543610000003,1.128654483625,1.2415199319875,0,0,0,0,0,0,1
0.3445290596000001,0.06,2,0.019780625016666668,0.06087427768683335,0.7035167453400751,1.4070334906801503,1,0,1,0,0,0,0
0.49520092159999995,0.088,2,0.030090733037037045,0.08090303905185187,1.0065823058488887,1.1072405364337776,0,0,0,0,0,0,1
0.5200659859999999,0.08199999999999999,1,0.09514861624074075,0.0993925350552037,1.1550803490791193,1.3860964188949432,1,0,0,1,1,0,0
0.842662445,0.198,6,0.027107356943333334,0.06422128642222223,1.6413870781300555,3.2827741562601114,0,1,1,0,0,1,0
0.35514032400000006,0.092,2,0.019336634962962965,0.0476690088,0.7455116532562962,0.8200628185819259,0,0,0,0,0,0,1
0.2919904724,0.48,6,0.013174540050833334,0.046269324159916685,1.2055797880855874,2.290601597362616,1,0,1,0,1,1,0
0.40157092799999994,0.222,6,0.026570637333333334,0.05646629333333333,1.0245813950666665,1.4344139530933329,0,0,1,0,0,1,0
1.0736209008,0.45,5,0.03623386666666668,0.09012210666666667,2.392466467493333,3.3494530544906667,0,1,0,0,1,1,0
0.5918023784,0.135,3,0.033701185,0.060462422274074085,1.1904006792274073,1.428480815072889,0,1,1,0,0,0,0
0.46510241359999993,0.086,2,0.02720816718518519,0.07175363160000002,0.9425931079585184,1.0368524187543702,0,0,0,0,0,0,1
0.4659033851999999,0.074,2,0.032741022499999994,0.07020147166666667,0.9321265250816665,1.3981897876224996,0,0,1,0,0,0,0
0.5073083752,0.09,2,0.03116335,0.07998593166666666,1.0272636024566668,1.1299899627023335,0,0,0,0,0,0,1
0.43584442380000005,0.076,2,0.011640843296296296,0.0364542197962963,0.8119122559942593,1.136677158391963,0,1,0,0,0,0,0
0.7221014751999999,0.166,2,0.03979973775555554,0.11340584099288888,1.5098952282252442,2.7178114108054396,1,1,1,0,1,0,0
0.3538041451999999,0.09,2,0.018253854166666663,0.04543181481481481,0.7358602305631479,0.8094462536194628,0,0,0,0,0,0,1
0.4264617412,0.12,3,0.02133072888888889,0.06607193273333334,0.9191033840922223,1.0110137225014446,0,0,0,0,0,0,1
0.6974790978000001,0.264,6,0.03461860675000001,0.10775618327716667,1.600588137349392,2.8810586472289055,1,1,0,1,0,1,0
0.8425164186,0.09,1,0.09360613416000003,0.05956085520000001,1.5742409415419998,2.3613614123129993,0,1,1,1,1,0,0
0.4173172388,0.248,4,0.06451743666814815,0.06121383298333334,1.1470203372546481,1.7205305058819722,0,0,1,1,1,1,0
0.5163774704,0.141,3,0.03302296592592593,0.08459500207407407,1.12374338568,1.2361177242480001,0,0,0,0,0,0,1
0.4326708803999999,0.036,1,0.020597489999999996,0.0648820935,0.8035181726549998,0.8838699899204998,0,0,0,0,0,0,1
0.41993258120000004,0.39,6,0.019102086014814817,0.07277949038934259,1.3076305285260281,1.8306827399364394,1,0,1,0,1,1,0
0.43010243759999994,0.135,3,0.025474800000000002,0.06340394666666667,0.9482727171866667,1.0430999889053334,0,0,0,0,0,0,1
0.4826975801999999,0.088,1,0.03538731388888889,0.06051756229166666,0.9665735617518054,1.1598882741021665,1,1,0,1,1,0,0
