load_transmission,load_people,n_person,load_light,load_fan,load_total,load_installed,Fan consumes too much energy,Installed Load too high,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.43959822719999997,0.152,4,0.02464815584,0.0672959518,0.991136385518,1.5858182168288,0,1,0,1,0,0,1,0
0.3624732143999999,0.088,2,0.018665753333333333,0.05137324383333333,0.7547427067716664,0.8302169774488332,0,0,0,0,0,0,0,1
0.47143202039999993,0.15,3,0.032041499999999994,0.073567284,1.0542091663799997,1.1596300830179997,0,0,0,0,0,0,0,1
0.6111762756,0.096,2,0.04274815111111112,0.10972025451851854,1.2464847877829628,1.3711332665612592,0,0,0,0,0,0,0,1
0.4230196784,0.072,2,0.019260384,0.06516429919999998,0.84019432432,0.924213756752,0,0,0,0,0,0,0,1
0.4223594056,0.18,5,0.0398096,0.06927976222222222,1.0316007133422223,1.2379208560106667,0,1,0,0,1,0,1,0
0.3341449363999999,0.117,3,0.014819793083333333,0.046283353783333335,0.7427597207366665,0.8170356928103333,0,0,0,0,0,0,0,1
1.0005661592,0.135,3,0.11694838593055554,0.0945803078888889,1.9532875368781943,3.32058881269293,0,1,1,1,1,0,0,0
0.3406998452,0.088,2,0.017069501370370374,0.04752304358796296,0.7152739657295833,0.7868013623025417,0,0,0,0,0,0,0,1
0.34458423560000007,0.072,1,0.014558661333333335,0.04812446385185186,0.6949376731385186,1.3898753462770372,0,1,0,0,0,1,0,0
0.9358939819999998,0.16,5,0.026944628186666666,0.07611327056666665,1.7384802270923332,2.0861762725107997,0,1,1,1,0,0,1,0
0.4223217019999999,0.098,2,0.02542408101851852,0.10360313015046296,0.9415559240950231,1.3181782937330324,1,1,0,0,0,0,0,0
0.5659492607999999,0.288,6,0.027643057777777775,0.055147900266666675,1.3582733173244443,2.037409975986667,0,1,1,0,1,0,1,0
0.6112057028,0.05,1,0.044533649999999994,0.10786050029999998,1.1797197869949998,1.2976917656945,0,0,0,0,0,0,0,1
0.48177844000000003,0.2,5,0.04093543333333333,0.0993456625,1.1919863269583333,2.3839726539166666,1,1,0,1,0,0,1,0
0.38504847480000004,0.258,3,0.02128777266666667,0.05389882866666666,1.0414408603933334,1.3538731185113335,0,1,0,0,0,1,0,0
0.3948109484,0.132,2,0.06789404659074075,0.056606450755555565,0.9444015963321296,1.5110425541314074,0,1,0,1,1,1,0,0
0.36856372519999997,0.09,3,0.013231662500000001,0.054646766124999996,0.76334112304625,0.8396752353508751,0,0,0,0,0,0,0,1
0.6354748664000001,0.044,1,0.042901978370370374,0.14775441350755553,1.2616903245029925,2.018704519204788,1,1,0,0,0,0,0,0
0.5380774464,0.039,1,0.015573317760000002,0.0336180768,0.908089819392,1.1805167652096,0,1,1,1,0,0,0,0
0.2814969168,0.040999999999999995,1,0.012265559999999998,0.037694160000000004,0.5400621233599999,0.5940683356959999,0,0,0,0,0,0,0,1
0.338440388,0.135,3,0.029877808566666674,0.056008466824074066,0.811023661916574,1.4598425914498332,1,1,0,1,0,0,0,0
1.0154665710000002,0.408,6,0.0700651,0.10367860999999999,2.31595490745,3.7055278519200003,0,1,1,0,1,1,1,0
0.5921414751999999,0.12299999999999998,3,0.034761075555555555,0.09555056622222224,1.2259070196177777,1.3484977215795555,0,0,0,0,0,0,0,1
0.5627271496,0.105,3,0.028276538888888893,0.09500917066666667,1.1469686457755557,1.2616655103531114,0,0,0,0,0,0,0,1
0.2733575372,0.043,1,0.012119331018518517,0.03452600115740741,0.5263541605950925,0.5789895766546018,0,0,0,0,0,0,0,1
0.5165429984,0.034,1,0.0239738017037037,0.08193399288148148,0.9518536498285185,1.0470390148113704,0,0,0,0,0,0,0,1
0.39987242679999996,0.105,3,0.016939729722222224,0.055223518894444455,0.8367017293541666,0.9203719022895834,0,0,0,0,0,0,0,1
0.4262962132,0.129,3,0.023210419361111113,0.06309995403055556,0.9303295505579167,1.0233625056137083,0,0,0,0,0,0,0,1
0.5710266231999999,0.134,2,0.01677240888888889,0.06524886368,1.1412194488648888,1.4835852835243553,1,1,1,0,0,1,0,0
0.3136222232,0.096,2,0.01675413333333333,0.042024951111111104,0.6791818960844443,1.0187728441266666,0,1,0,0,0,0,0,0
0.5333808744,0.042,1,0.042991658888888895,0.085530774,1.020659795568889,1.7351216524671114,0,1,0,0,1,0,0,0
0.3817572264,0.132,2,0.04404752266666666,0.05773037013333335,0.89252592284,1.160283699692,0,1,0,0,1,1,0,0
0.5486618676,0.047,1,0.03679912783333334,0.08878768290000001,1.0458105835833336,1.150391641941667,0,0,0,0,0,0,0,1
0.6019471851999999,0.29400000000000004,6,0.026406698666666666,0.07741869990400001,1.4496702464674665,2.899340492934933,1,1,1,0,1,0,1,0
0.5046424548,0.1,2,0.049342926499999995,0.07901627544999999,1.0628524022875,1.275422882745,0,1,0,0,1,0,0,0
0.7410337629999999,0.117,3,0.044394335333333326,0.06101514136666667,1.3969926975649998,1.6763912370779999,0,1,1,0,1,0,0,0
0.3220466788,0.234,3,0.026375868444444447,0.04490348255555556,0.9096227432099999,1.7282832120989997,0,1,0,1,0,1,0,0
0.26850480800000004,0.037,1,0.01039946666666667,0.033446933333333345,0.5065592516000001,0.5572151767600002,0,0,0,0,0,0,0,1
0.38990580199999997,0.05,1,0.023886379166666666,0.05785281034166668,0.7563852376870833,0.8320237614557917,0,0,0,0,0,0,0,1
0.6979452893999999,0.093,3,0.026877839944999996,0.07980745464999997,1.3015643467927498,2.0825029548683998,0,1,1,1,0,0,0,0
0.6583977432,0.32,4,0.07020325295500002,0.05072259371666669,1.5940192053139166,2.7098326490336584,0,1,1,1,1,1,1,0
0.5790390143999999,0.073,1,0.09672557999999999,0.1112913144,1.2470810677599997,2.1200378151919996,1,1,0,0,1,1,0,0
0.31346864999999996,0.036,1,0.020414637,0.04336350480000001,0.5992078481099999,0.898811772165,0,1,0,0,1,0,0,0
0.5387586952,0.031,1,0.022436801111111113,0.08916819022222222,0.9879773454733333,1.6795614873046667,0,1,0,0,0,0,0,0
0.2586089924,0.076,2,0.009968996703703704,0.03140233961666667,0.545171476644537,0.5996886243089907,0,0,0,0,0,0,0,1
0.38807303919999997,0.13799999999999998,3,0.021325344444444443,0.07787737634444444,0.9066498519838888,1.7226347187693887,1,1,0,0,0,0,0,0
0.7882110936,0.105,3,0.03982371066666666,0.07264810248888888,1.4582402147955553,2.187360322193333,0,1,1,0,1,0,0,0
0.30409332799999994,0.126,3,0.013898055111111111,0.03937782281481481,0.7008853485925924,0.7709738834518517,0,0,0,0,0,0,0,1
0.6257279424000001,0.276,4,0.03257801866666667,0.09156294748533332,1.4875099174004,2.38001586784064,1,1,1,0,0,1,1,0
0.4167663983999999,0.043,1,0.023013612740740735,0.0655620362962963,0.7950959687837036,0.874605565662074,0,0,0,0,0,0,0,1
0.5099586624,0.038,1,0.02624971740740741,0.07978532527777779,0.9482908723735186,1.0431199596108705,0,0,0,0,0,0,0,1
0.39941998360000003,0.144,3,0.023070813333333332,0.05854218883333332,0.9062978293616666,0.9969276122978333,0,0,0,0,0,0,0,1
0.5722385723999999,0.13799999999999998,3,0.03598822266666666,0.09693349539999997,1.2225824211766665,1.3448406632943333,0,0,0,0,0,0,0,1
0.4506766484,0.043,1,0.025467647425925933,0.07255318162037039,0.8579613422971296,0.9437574765268426,0,0,0,0,0,0,0,1
1.0241825512,0.162,2,0.1338535484,0.098727629,2.05720740647,2.468648887764,0,1,1,1,1,1,0,0
0.9178161279999999,0.35,5,0.029105637037037037,0.07484306666666665,1.9890590059703699,3.7792121113437025,0,1,1,0,0,1,1,0
